"Id","SalePrice"
1461,116082.555555556
1462,151483.333333333
1463,185866.666666667
1464,194322.222222222
1465,181494.444444444
1466,185881.333333333
1467,173411.111111111
1468,175163
1469,166166.666666667
1470,139250
1471,210833.333333333
1472,118711.111111111
1473,117555.555555556
1474,146111.111111111
1475,110844.444444444
1476,294647.888888889
1477,234739.777777778
1478,278530.888888889
1479,241234.444444444
1480,386716.444444444
1481,281083.333333333
1482,178715.555555556
1483,204398.888888889
1484,174326.666666667
1485,198377.777777778
1486,192936.888888889
1487,256438.666666667
1488,230442
1489,196601.333333333
1490,227384
1491,196383.333333333
1492,94852.1111111111
1493,172894.444444444
1494,297616.666666667
1495,293433.333333333
1496,209911.111111111
1497,163753.888888889
1498,160865
1499,166565
1500,158698.333333333
1501,178083.333333333
1502,160098.333333333
1503,259235.222222222
1504,211632.222222222
1505,224322.888888889
1506,179783.333333333
1507,229621.111111111
1508,164977.777777778
1509,168088.888888889
1510,147211.111111111
1511,140244.444444444
1512,164966.666666667
1513,175944.444444444
1514,150411.111111111
1515,167144.444444444
1516,153877.777777778
1517,149333.333333333
1518,135522.777777778
1519,227403.666666667
1520,125777.777777778
1521,126000
1522,159044.444444444
1523,97821.4444444444
1524,129599.222222222
1525,128355.555555556
1526,125666.666666667
1527,142472.222222222
1528,140322.222222222
1529,136166.666666667
1530,161866.666666667
1531,154200
1532,101855.555555556
1533,144544.444444444
1534,137159.333333333
1535,133659.333333333
1536,111444.444444444
1537,87488.1111111111
1538,134944.444444444
1539,164413.888888889
1540,132533.333333333
1541,140426
1542,145492.666666667
1543,151288.888888889
1544,93397.3333333333
1545,112408.444444444
1546,149200
1547,171600
1548,133322.222222222
1549,132183.333333333
1550,140700
1551,118277.777777778
1552,170542.111111111
1553,143388.888888889
1554,137888.888888889
1555,147377.777777778
1556,121555.555555556
1557,120111.111111111
1558,105332.555555556
1559,121026
1560,123055.555555556
1561,139545
1562,134666.666666667
1563,126555.555555556
1564,162333.333333333
1565,162477.777777778
1566,230233.333333333
1567,92377
1568,203721.111111111
1569,147700
1570,139333.333333333
1571,122055.555555556
1572,139333.333333333
1573,206553
1574,106832.555555556
1575,215020
1576,212488.888888889
1577,203195.777777778
1578,128877.777777778
1579,152466.666666667
1580,193007.444444444
1581,142500
1582,134722.222222222
1583,306882
1584,214433.333333333
1585,149133.333333333
1586,111499.222222222
1587,109029.888888889
1588,132833.333333333
1589,99339.3
1590,131888.888888889
