"Id","SalePrice"
1461,118895.615384615
1462,158369.230769231
1463,206769.230769231
1464,206176.923076923
1465,180790.769230769
1466,189664
1467,178623.076923077
1468,186151.307692308
1469,178200
1470,135750
1471,216257.692307692
1472,118676.923076923
1473,121753.846153846
1474,147300
1475,109287.923076923
1476,303300.153846154
1477,233838.692307692
1478,246054.076923077
1479,239052.538461538
1480,376212.923076923
1481,298194.615384615
1482,195356.153846154
1483,199854.230769231
1484,182366.923076923
1485,197484.615384615
1486,184035.923076923
1487,280650.076923077
1488,231100.230769231
1489,199588.846153846
1490,203036.307692308
1491,195280.769230769
1492,105549.461538462
1493,186753.846153846
1494,274840.769230769
1495,261013.846153846
1496,217111.538461538
1497,171076.923076923
1498,167761.538461538
1499,164115.384615385
1500,166415.384615385
1501,202173.076923077
1502,169065.384615385
1503,236501.307692308
1504,217600
1505,229552.076923077
1506,177638.461538462
1507,238267.692307692
1508,167761.538461538
1509,178000
1510,166026.923076923
1511,143276.923076923
1512,165861.538461538
1513,183269.230769231
1514,153352.307692308
1515,199600
1516,147346.153846154
1517,159784.615384615
1518,128200
1519,220390.538461538
1520,133500
1521,127492.307692308
1522,176953.846153846
1523,109994.384615385
1524,119445.615384615
1525,122375.615384615
1526,128750
1527,124168.692307692
1528,138315.384615385
1529,130837.923076923
1530,170338.461538462
1531,145942.307692308
1532,113915.384615385
1533,137792.307692308
1534,127256.461538462
1535,136025.692307692
1536,124330.769230769
1537,90761
1538,144611.538461538
1539,176601.923076923
1540,124192.307692308
1541,134018
1542,134564.153846154
1543,150723.076923077
1544,94780.2307692308
1545,115615.384615385
1546,144176.923076923
1547,157376.923076923
1548,126253.846153846
1549,117780.230769231
1550,134723.076923077
1551,119153.846153846
1552,130407.692307692
1553,137730.769230769
1554,124107.692307692
1555,163346.153846154
1556,118338.461538462
1557,115069.230769231
1558,104461
1559,112833.384615385
1560,111676.923076923
1561,133276.923076923
1562,137530.769230769
1563,128153.846153846
1564,154030.769230769
1565,177476.923076923
1566,199923.076923077
1567,94230.2307692308
1568,223498.461538462
1569,142838.461538462
1570,143984.615384615
1571,127602.615384615
1572,144146.153846154
1573,222859.769230769
1574,133090.230769231
1575,231604
1576,209230.769230769
1577,202623.461538462
1578,132484.615384615
1579,155334.615384615
1580,195905.153846154
1581,136907.692307692
1582,133761.538461538
1583,329258.769230769
1584,204370.230769231
1585,149523.076923077
1586,98761
1587,113568.692307692
1588,139453.846153846
1589,109114.846153846
1590,138146.153846154
1591,108650.615384615
1592,133679.538461538
1593,126287.923076923
1594,126030.769230769
1595,109423.076923077
1596,176446.153846154
1597,155046.153846154
1598,201376.923076923
1599,167607.692307692
1600,174814.615384615
1601,88691.7692307692
