"Id","SalePrice"
1461,133989.255119648
1462,187621.987207761
1463,148954.47369547
1464,169833.015381772
1465,245912.820434168
1466,147701.445981754
1467,179310.351855373
1468,145476.546341571
1469,204596.782836199
1470,108673.264477231
1471,242910.520291184
1472,141860.516491765
1473,113962.182122937
1474,155875.412404263
1475,170152.461022916
1476,342756.408056462
1477,247199.223569533
1478,282550.6780178
1479,249955.086559851
1480,395310.122901603
1481,269545.776903637
1482,240075.63386912
1483,188612.250706632
1484,201111.170931644
1485,226581.67942484
1486,208004.376818205
1487,253534.200642646
1488,241774.812431764
1489,208892.665911094
1490,229454.04527305
1491,212658.844588626
1492,114223.393925415
1493,159872.40334904
1494,256764.793712246
1495,286327.414909621
1496,250579.323272111
1497,200956.540786535
1498,210846.850017665
1499,213152.272088605
1500,180247.194849443
1501,184167.524529354
1502,208390.985973872
1503,285149.797447175
1504,257354.104097708
1505,237867.318267974
1506,166964.364612229
1507,190660.600348048
1508,185296.63888248
1509,159256.424952294
1510,139641.304891005
1511,153348.952864908
1512,151238.7462764
1513,148536.827573813
1514,174262.189823214
1515,167867.736403945
1516,168993.079254395
1517,184375.509449342
1518,112088.993957705
1519,251210.673353706
1520,143299.892936369
1521,149969.445399201
1522,174767.685452146
1523,79049.5172371965
1524,128304.584866887
1525,139603.622536635
1526,139081.244125563
1527,78375.6427529357
1528,162713.619519938
1529,132855.858737771
1530,173763.136271621
1531,75829.3748515467
1532,128138.77680716
1533,118748.259137248
1534,143385.307756116
1535,145794.149600405
1536,118529.323786195
1537,14424.1277663628
1538,242628.293958318
1539,241792.912366259
1540,113172.205422074
1541,158899.578352269
1542,137705.609610584
1543,195278.197025832
1544,81261.8353958127
1545,158772.292554729
1546,151851.206822207
1547,122687.015689673
1548,153176.521111413
1549,119427.539363113
1550,125759.596522654
1551,177641.026065273
1552,78648.5340730082
1553,180823.709663336
1554,138050.003988167
1555,150029.286252555
1556,115381.78973307
1557,173970.857201686
1558,155681.284849234
1559,79045.6390723372
1560,136094.788726845
1561,130132.545861246
1562,120274.21721326
1563,140014.413807207
1564,159473.325805946
1565,126039.624123475
1566,264196.172898787
1567,80270.5666642559
1568,193050.704895434
1569,70678.9885379562
1570,153589.347330553
1571,87465.6090814847
1572,148961.339359686
1573,269959.03755696
1574,116172.617640219
1575,265497.254315402
1576,211733.544330841
1577,207193.487348449
1578,153597.847719036
1579,148068.77754396
1580,192973.383739565
1581,158171.334937347
1582,128664.10895887
1583,305648.449486455
1584,209115.434335643
1585,193777.067767222
1586,46399.8852596492
1587,112889.567983428
1588,153954.401590926
1589,83797.2692853978
1590,161994.830585683
1591,76303.8964046297
1592,112231.97271179
1593,153525.487406099
1594,77403.8155008405
1595,114277.693728899
1596,226297.830048996
1597,136104.106494549
1598,206957.096633024
1599,262202.186453362
1600,237499.80067399
1601,30003.7463703251
1602,157842.865729678
1603,101345.75288138
1604,285114.268316496
1605,267287.918579733
1606,172169.271039312
1607,151544.201305225
1608,215496.943618224
1609,209711.339871312
1610,114226.178530722
1611,123427.258523362
1612,114660.576958592
1613,117112.421931285
1614,137597.071991427
1615,75913.5894153848
1616,70024.6114376538
1617,80834.088439637
1618,127525.408316588
1619,126141.989379494
1620,111299.558353209
1621,132024.141118049
1622,132782.867145739
1623,292402.803606052
1624,215661.325931048
1625,172652.74956084
1626,179051.163737164
1627,179132.368238876
1628,276972.364314231
1629,189128.610432321
1630,311760.500263985
1631,223006.467542717
1632,267698.095433483
1633,215444.013554625
1634,190828.875380977
1635,168123.431192367
1636,143872.613684818
1637,131872.943822135
1638,185426.021131059
1639,162357.088593635
1640,206388.056302194
1641,179845.757063676
1642,228707.201308362
1643,239704.458386112
1644,249338.206267479
1645,162702.323678842
1646,180587.454153655
1647,205776.841069486
1648,111480.557698155
1649,130834.46640813
1650,103905.433969977
1651,88745.3888717253
1652,145468.31650127
1653,140167.059344446
1654,148257.025429812
1655,186166.675350824
1656,151369.695560939
1657,148850.394379762
1658,176425.59464813
1659,189639.87295076
1660,168283.375389135
1661,394771.668171959
1662,315955.603590833
1663,387404.318428021
1664,461349.658233948
1665,340974.260660069
1666,309113.00582584
1667,306988.588766168
1668,376654.682245217
1669,315775.308845437
1670,385711.672993599
1671,260452.299224454
1672,356325.582359393
1673,247726.906275184
1674,242709.047512217
1675,203252.205891595
1676,202427.765424687
1677,242662.374779326
1678,457713.431581618
1679,307831.354590216
1680,364594.725796526
1681,333865.163311648
1682,296640.989813717
1683,200907.810193664
1684,211277.680356422
1685,175279.560497372
1686,201081.932575922
1687,209197.580192195
1688,207178.74134472
1689,210159.661325716
1690,232547.504596693
1691,225629.536039646
1692,271176.462053907
1693,218487.513868744
1694,170663.864932934
1695,177768.356537186
1696,251806.082884372
1697,177904.802197222
1698,290155.43549366
1699,252917.613461227
1700,238752.123788156
1701,268513.105455538
1702,244847.624387887
1703,243472.029366297
1704,291003.900204438
1705,255939.056757562
1706,419792.953246776
1707,207191.272068601
1708,208092.091885371
1709,280013.147260185
1710,240588.001245582
1711,269132.116443005
1712,240574.647544506
1713,263500.241362569
1714,236609.5673006
1715,222471.697806787
1716,209435.663945932
1717,208492.838294268
1718,144220.689348175
1719,210859.989560393
1720,262377.701172447
1721,214262.777245379
1722,118779.008207443
1723,148689.738895242
1724,206265.390804069
1725,235513.639114745
1726,175502.25563564
1727,172852.776972441
1728,210070.396119036
1729,160268.465512329
1730,145264.916338249
1731,116657.150227911
1732,136709.436808748
1733,145027.08665324
1734,133576.490922493
1735,163482.958227543
1736,115687.791907401
1737,314887.082191523
1738,234824.607138157
1739,200072.428601606
1740,168195.524596713
1741,204149.688674046
1742,185701.971695379
1743,221519.836268248
1744,358204.570038237
1745,221982.255550841
1746,242628.293958318
1747,205320.808410901
1748,148258.367043127
1749,134303.233448369
1750,181466.786278099
1751,202059.359191932
1752,134361.603046465
1753,113944.933394729
1754,206040.48794231
1755,192166.756179514
1756,104754.084712533
1757,126727.444162865
1758,109067.567974806
1759,142376.880861897
1760,125009.286332869
1761,151938.663022479
1762,127351.725617845
1763,170665.606736375
1764,117860.268821634
1765,219829.958959678
1766,196799.578386575
1767,205299.721359866
1768,173373.013806936
1769,204109.420551836
1770,201792.396306166
1771,128775.690467221
1772,119093.533298853
1773,87565.3982925702
1774,113780.641681624
1775,163134.05546206
1776,130115.023632011
1777,138155.554490784
1778,174555.214033791
1779,113851.649116949
1780,208609.900754714
1781,128302.50486113
1782,41795.5403847514
1783,115615.696578846
1784,107805.519797617
1785,114822.084066391
1786,81873.1070183555
1787,206087.176064429
1788,30335.2634419091
1789,115615.696578846
1790,49216.513527541
1791,147243.378408775
1792,162037.231012728
1793,203728.732957892
1794,201441.992617463
1795,168434.151439373
1796,146309.143328323
1797,167867.619533518
1798,110812.252424508
1799,133796.407087602
1800,127657.834905524
1801,82416.1050531938
1802,149423.662342065
1803,144318.150533916
1804,147200.442900329
1805,175236.333385192
1806,139459.01427344
1807,171432.3258149
1808,122382.287474523
1809,143447.210177389
1810,124996.733046219
1811,99835.1045024064
1812,114688.423011661
1813,123069.329593909
1814,77687.8452421405
1815,9229.44656640998
1816,141525.832515654
1817,109829.927855707
1818,145473.761736264
1819,138790.708999793
1820,71973.8351524578
1821,163133.62954452
1822,147311.601238793
1823,47256.1513915096
1824,142988.501499889
1825,107484.649082807
1826,117031.786720858
1827,109099.720160787
1828,119150.020187268
1829,117534.475632879
1830,145047.717124314
1831,180800.79171636
1832,104755.735882081
1833,162568.949685924
1834,141818.967271006
1835,181347.38040308
1836,140962.701139146
1837,102137.418160492
1838,158307.725714766
1839,73338.2917528207
1840,159792.839552387
1841,157673.501262128
1842,114195.547872346
1843,136165.474890474
1844,161723.647241985
1845,122020.288784631
1846,176744.157733817
1847,122276.472472863
1848,13510.7772257117
1849,89147.8883825348
1850,123365.828071279
1851,159386.935004483
1852,117306.431108669
1853,155881.301413529
1854,228003.406431598
1855,192248.793032683
1856,228215.284454508
1857,166420.203959008
1858,110350.007943569
1859,110350.007943569
1860,150655.467279489
1861,110334.692614381
1862,213671.473294775
1863,208219.216103937
1864,208270.731302114
1865,377663.611261927
1866,380556.297573812
1867,242040.74223857
1868,295195.683810405
1869,238683.833304005
1870,275738.378306842
1871,246359.095744056
1872,179077.762135933
1873,248762.695315749
1874,141958.310698837
1875,222492.223539886
1876,168270.524866603
1877,257363.72099133
1878,212492.591247409
1879,146239.128422516
1880,136393.474289147
1881,257731.243800472
1882,246434.849412799
1883,208243.852874595
1884,211726.001810827
1885,297061.555397781
1886,297126.029704883
1887,249145.916713585
1888,297875.189979455
1889,178274.403504903
1890,96940.7133787912
1891,159032.546037572
1892,88526.239293976
1893,156647.853349279
1894,115791.126713179
1895,137062.653297676
1896,135058.16022963
1897,139979.820433393
1898,141724.290690573
1899,174800.608384592
1900,176939.936458394
1901,146426.328291344
1902,150211.559522509
1903,187374.630394867
1904,118918.182082951
