"Id","SalePrice"
1461,125837.923076923
1462,152473.076923077
1463,210384.615384615
1464,196884.615384615
1465,174045.769230769
1466,195115.384615385
1467,186675.461538462
1468,193500
1469,166507.692307692
1470,142617.307692308
1471,209065.846153846
1472,114223.076923077
1473,113838.461538462
1474,145184.615384615
1475,107153.307692308
1476,295058.846153846
1477,226507
1478,269321
1479,252933.538461538
1480,407414.615384615
1481,328103.846153846
1482,190789.230769231
1483,192264.461538462
1484,173096.923076923
1485,190084.615384615
1486,198384.615384615
1487,263197.615384615
1488,237377.230769231
1489,205980
1490,195481.230769231
1491,207146.153846154
1492,92876.3846153846
1493,171032.692307692
1494,262436.923076923
1495,280159.230769231
1496,211835.076923077
1497,164202.538461538
1498,163910.230769231
1499,169964.076923077
1500,172756.384615385
1501,181319.230769231
1502,166779.461538462
1503,240221
1504,231699.230769231
1505,226271.384615385
1506,194641.642857143
1507,257913.076923077
1508,164523.076923077
1509,166269.230769231
1510,148476.923076923
1511,140834.615384615
1512,169076.923076923
1513,182992.307692308
1514,156268.076923077
1515,213684.615384615
1516,143100
1517,148855.769230769
1518,126943.769230769
1519,239028.461538462
1520,132380.769230769
1521,127761.538461538
1522,159307.692307692
1523,97377
1524,125795.615384615
1525,114914.076923077
1526,120376.923076923
1527,127981.642857143
1528,141555.769230769
1529,136803.307692308
1530,159194.230769231
1531,142950
1532,111130.769230769
1533,141373.076923077
1534,116130.769230769
1535,135284.615384615
1536,116869.230769231
1537,87445.6153846154
1538,148438.461538462
1539,192490.384615385
1540,127138.461538462
1541,141092.307692308
1542,142107.692307692
1543,152665.384615385
1544,100975
1545,116886.538461538
1546,147376.923076923
1547,160538.461538462
1548,132069.230769231
1549,125601.384615385
1550,136111.538461538
1551,114000
1552,148553.846153846
1553,146742.307692308
1554,133569.230769231
1555,154338.461538462
1556,98584.6153846154
1557,108730.769230769
1558,106691.769230769
1559,94338.4615384615
1560,131876.923076923
1561,132208.076923077
1562,128953.846153846
1563,133040.384615385
1564,154861.538461538
1565,168184.615384615
1566,174276.923076923
1567,95876.3846153846
1568,232897.692307692
1569,141530.769230769
1570,139307.692307692
1571,125284.615384615
1572,142540.384615385
1573,216053.846153846
1574,156256
1575,206399.538461538
1576,217415.384615385
1577,202423.692307692
1578,125638.461538462
1579,148084.615384615
1580,207661.538461538
1581,148309.615384615
1582,142373.076923077
1583,353140.846153846
1584,227593.307692308
